ID;Commute Distance;Region;Purchased Bike;;ID,Commute Distance,Region,Purchased Bike;ID,Commute Distance,Region,Purchased Bike;;;;;
13961;0-1 Miles;Pacific;No;;13961,0-1 Miles,Pacific,No;13961,0-1 Miles,Pacific,No;;;;"{""data"": { ""id"":""13961"" }},";"{""data"": { ""id"":""13961"" }},"
11897;0-1 Miles;Pacific;Yes;;11897,0-1 Miles,Pacific,Yes;11897,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""11897"" }},";"{""data"": { ""id"":""11897"" }},"
11139;5-10 Miles;Pacific;No;;11139,5-10 Miles,Pacific,No;11139,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""11139"" }},";"{""data"": { ""id"":""11139"" }},"
11576;0-1 Miles;Europe;Yes;;11576,0-1 Miles,Europe,Yes;11576,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""11576"" }},";"{""data"": { ""id"":""11576"" }},"
19255;0-1 Miles;Europe;Yes;;19255,0-1 Miles,Europe,Yes;19255,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""19255"" }},";"{""data"": { ""id"":""19255"" }},"
18153;10+ Miles;Europe;No;;18153,10+ Miles,Europe,No;18153,10+ Miles,Europe,No;;;;"{""data"": { ""id"":""18153"" }},";"{""data"": { ""id"":""18153"" }},"
14547;1-2 Miles;Europe;No;;14547,1-2 Miles,Europe,No;14547,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""14547"" }},";"{""data"": { ""id"":""14547"" }},"
24901;10+ Miles;Pacific;Yes;;24901,10+ Miles,Pacific,Yes;24901,10+ Miles,Pacific,Yes;;;;"{""data"": { ""id"":""24901"" }},";"{""data"": { ""id"":""24901"" }},"
27169;2-5 Miles;Europe;Yes;;27169,2-5 Miles,Europe,Yes;27169,2-5 Miles,Europe,Yes;;;;"{""data"": { ""id"":""27169"" }},";"{""data"": { ""id"":""27169"" }},"
14805;0-1 Miles;Europe;No;;14805,0-1 Miles,Europe,No;14805,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""14805"" }},";"{""data"": { ""id"":""14805"" }},"
15822;0-1 Miles;Pacific;No;;15822,0-1 Miles,Pacific,No;15822,0-1 Miles,Pacific,No;;;;"{""data"": { ""id"":""15822"" }},";"{""data"": { ""id"":""15822"" }},"
19389;2-5 Miles;Europe;No;;19389,2-5 Miles,Europe,No;19389,2-5 Miles,Europe,No;;;;"{""data"": { ""id"":""19389"" }},";"{""data"": { ""id"":""19389"" }},"
17048;0-1 Miles;Pacific;Yes;;17048,0-1 Miles,Pacific,Yes;17048,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""17048"" }},";"{""data"": { ""id"":""17048"" }},"
22204;2-5 Miles;Pacific;No;;22204,2-5 Miles,Pacific,No;22204,2-5 Miles,Pacific,No;;;;"{""data"": { ""id"":""22204"" }},";"{""data"": { ""id"":""22204"" }},"
12718;2-5 Miles;Europe;No;;12718,2-5 Miles,Europe,No;12718,2-5 Miles,Europe,No;;;;"{""data"": { ""id"":""12718"" }},";"{""data"": { ""id"":""12718"" }},"
15019;5-10 Miles;Pacific;No;;15019,5-10 Miles,Pacific,No;15019,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""15019"" }},";"{""data"": { ""id"":""15019"" }},"
28488;0-1 Miles;Pacific;Yes;;28488,0-1 Miles,Pacific,Yes;28488,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""28488"" }},";"{""data"": { ""id"":""28488"" }},"
21891;10+ Miles;Pacific;Yes;;21891,10+ Miles,Pacific,Yes;21891,10+ Miles,Pacific,Yes;;;;"{""data"": { ""id"":""21891"" }},";"{""data"": { ""id"":""21891"" }},"
27814;0-1 Miles;Europe;No;;27814,0-1 Miles,Europe,No;27814,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""27814"" }},";"{""data"": { ""id"":""27814"" }},"
22175;5-10 Miles;Pacific;Yes;;22175,5-10 Miles,Pacific,Yes;22175,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""22175"" }},";"{""data"": { ""id"":""22175"" }},"
29447;2-5 Miles;Europe;No;;29447,2-5 Miles,Europe,No;29447,2-5 Miles,Europe,No;;;;"{""data"": { ""id"":""29447"" }},";"{""data"": { ""id"":""29447"" }},"
19784;5-10 Miles;Pacific;Yes;;19784,5-10 Miles,Pacific,Yes;19784,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""19784"" }},";"{""data"": { ""id"":""19784"" }},"
27824;0-1 Miles;Europe;Yes;;27824,0-1 Miles,Europe,Yes;27824,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""27824"" }},";"{""data"": { ""id"":""27824"" }},"
24093;0-1 Miles;Europe;Yes;;24093,0-1 Miles,Europe,Yes;24093,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""24093"" }},";"{""data"": { ""id"":""24093"" }},"
19618;0-1 Miles;Pacific;No;;19618,0-1 Miles,Pacific,No;19618,0-1 Miles,Pacific,No;;;;"{""data"": { ""id"":""19618"" }},";"{""data"": { ""id"":""19618"" }},"
21561;10+ Miles;Pacific;Yes;;21561,10+ Miles,Pacific,Yes;21561,10+ Miles,Pacific,Yes;;;;"{""data"": { ""id"":""21561"" }},";"{""data"": { ""id"":""21561"" }},"
11061;5-10 Miles;Pacific;Yes;;11061,5-10 Miles,Pacific,Yes;11061,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""11061"" }},";"{""data"": { ""id"":""11061"" }},"
26651;0-1 Miles;Pacific;Yes;;26651,0-1 Miles,Pacific,Yes;26651,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""26651"" }},";"{""data"": { ""id"":""26651"" }},"
21108;0-1 Miles;Europe;Yes;;21108,0-1 Miles,Europe,Yes;21108,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""21108"" }},";"{""data"": { ""id"":""21108"" }},"
12731;1-2 Miles;Europe;No;;12731,1-2 Miles,Europe,No;12731,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""12731"" }},";"{""data"": { ""id"":""12731"" }},"
25307;1-2 Miles;Europe;Yes;;25307,1-2 Miles,Europe,Yes;25307,1-2 Miles,Europe,Yes;;;;"{""data"": { ""id"":""25307"" }},";"{""data"": { ""id"":""25307"" }},"
14278;10+ Miles;Pacific;No;;14278,10+ Miles,Pacific,No;14278,10+ Miles,Pacific,No;;;;"{""data"": { ""id"":""14278"" }},";"{""data"": { ""id"":""14278"" }},"
20711;1-2 Miles;Europe;Yes;;20711,1-2 Miles,Europe,Yes;20711,1-2 Miles,Europe,Yes;;;;"{""data"": { ""id"":""20711"" }},";"{""data"": { ""id"":""20711"" }},"
11383;0-1 Miles;Europe;No;;11383,0-1 Miles,Europe,No;11383,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""11383"" }},";"{""data"": { ""id"":""11383"" }},"
12497;0-1 Miles;Europe;No;;12497,0-1 Miles,Europe,No;12497,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""12497"" }},";"{""data"": { ""id"":""12497"" }},"
16559;0-1 Miles;Europe;Yes;;16559,0-1 Miles,Europe,Yes;16559,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""16559"" }},";"{""data"": { ""id"":""16559"" }},"
11585;0-1 Miles;Europe;No;;11585,0-1 Miles,Europe,No;11585,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""11585"" }},";"{""data"": { ""id"":""11585"" }},"
20277;0-1 Miles;Pacific;No;;20277,0-1 Miles,Pacific,No;20277,0-1 Miles,Pacific,No;;;;"{""data"": { ""id"":""20277"" }},";"{""data"": { ""id"":""20277"" }},"
26765;5-10 Miles;Pacific;No;;26765,5-10 Miles,Pacific,No;26765,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""26765"" }},";"{""data"": { ""id"":""26765"" }},"
12389;2-5 Miles;Europe;No;;12389,2-5 Miles,Europe,No;12389,2-5 Miles,Europe,No;;;;"{""data"": { ""id"":""12389"" }},";"{""data"": { ""id"":""12389"" }},"
13585;2-5 Miles;Europe;Yes;;13585,2-5 Miles,Europe,Yes;13585,2-5 Miles,Europe,Yes;;;;"{""data"": { ""id"":""13585"" }},";"{""data"": { ""id"":""13585"" }},"
26385;5-10 Miles;Europe;No;;26385,5-10 Miles,Europe,No;26385,5-10 Miles,Europe,No;;;;"{""data"": { ""id"":""26385"" }},";"{""data"": { ""id"":""26385"" }},"
12236;0-1 Miles;Europe;No;;12236,0-1 Miles,Europe,No;12236,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""12236"" }},";"{""data"": { ""id"":""12236"" }},"
21560;10+ Miles;Pacific;Yes;;21560,10+ Miles,Pacific,Yes;21560,10+ Miles,Pacific,Yes;;;;"{""data"": { ""id"":""21560"" }},";"{""data"": { ""id"":""21560"" }},"
21554;10+ Miles;Pacific;No;;21554,10+ Miles,Pacific,No;21554,10+ Miles,Pacific,No;;;;"{""data"": { ""id"":""21554"" }},";"{""data"": { ""id"":""21554"" }},"
13662;1-2 Miles;Europe;Yes;;13662,1-2 Miles,Europe,Yes;13662,1-2 Miles,Europe,Yes;;;;"{""data"": { ""id"":""13662"" }},";"{""data"": { ""id"":""13662"" }},"
13089;0-1 Miles;Pacific;Yes;;13089,0-1 Miles,Pacific,Yes;13089,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""13089"" }},";"{""data"": { ""id"":""13089"" }},"
14791;0-1 Miles;Europe;Yes;;14791,0-1 Miles,Europe,Yes;14791,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""14791"" }},";"{""data"": { ""id"":""14791"" }},"
19331;0-1 Miles;Europe;No;;19331,0-1 Miles,Europe,No;19331,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""19331"" }},";"{""data"": { ""id"":""19331"" }},"
17754;0-1 Miles;Europe;Yes;;17754,0-1 Miles,Europe,Yes;17754,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""17754"" }},";"{""data"": { ""id"":""17754"" }},"
11149;0-1 Miles;Pacific;No;;11149,0-1 Miles,Pacific,No;11149,0-1 Miles,Pacific,No;;;;"{""data"": { ""id"":""11149"" }},";"{""data"": { ""id"":""11149"" }},"
16549;0-1 Miles;Europe;Yes;;16549,0-1 Miles,Europe,Yes;16549,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""16549"" }},";"{""data"": { ""id"":""16549"" }},"
24305;0-1 Miles;Pacific;Yes;;24305,0-1 Miles,Pacific,Yes;24305,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""24305"" }},";"{""data"": { ""id"":""24305"" }},"
18253;0-1 Miles;Pacific;No;;18253,0-1 Miles,Pacific,No;18253,0-1 Miles,Pacific,No;;;;"{""data"": { ""id"":""18253"" }},";"{""data"": { ""id"":""18253"" }},"
20147;0-1 Miles;Europe;No;;20147,0-1 Miles,Europe,No;20147,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""20147"" }},";"{""data"": { ""id"":""20147"" }},"
15612;1-2 Miles;Europe;No;;15612,1-2 Miles,Europe,No;15612,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""15612"" }},";"{""data"": { ""id"":""15612"" }},"
28323;5-10 Miles;Pacific;Yes;;28323,5-10 Miles,Pacific,Yes;28323,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""28323"" }},";"{""data"": { ""id"":""28323"" }},"
22634;0-1 Miles;Europe;Yes;;22634,0-1 Miles,Europe,Yes;22634,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""22634"" }},";"{""data"": { ""id"":""22634"" }},"
15665;0-1 Miles;Europe;Yes;;15665,0-1 Miles,Europe,Yes;15665,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""15665"" }},";"{""data"": { ""id"":""15665"" }},"
27585;0-1 Miles;Pacific;Yes;;27585,0-1 Miles,Pacific,Yes;27585,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""27585"" }},";"{""data"": { ""id"":""27585"" }},"
19748;1-2 Miles;Pacific;No;;19748,1-2 Miles,Pacific,No;19748,1-2 Miles,Pacific,No;;;;"{""data"": { ""id"":""19748"" }},";"{""data"": { ""id"":""19748"" }},"
21974;5-10 Miles;Pacific;Yes;;21974,5-10 Miles,Pacific,Yes;21974,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""21974"" }},";"{""data"": { ""id"":""21974"" }},"
14032;1-2 Miles;Pacific;Yes;;14032,1-2 Miles,Pacific,Yes;14032,1-2 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""14032"" }},";"{""data"": { ""id"":""14032"" }},"
22610;0-1 Miles;Europe;Yes;;22610,0-1 Miles,Europe,Yes;22610,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""22610"" }},";"{""data"": { ""id"":""22610"" }},"
26984;0-1 Miles;Europe;Yes;;26984,0-1 Miles,Europe,Yes;26984,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""26984"" }},";"{""data"": { ""id"":""26984"" }},"
18294;5-10 Miles;Pacific;No;;18294,5-10 Miles,Pacific,No;18294,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""18294"" }},";"{""data"": { ""id"":""18294"" }},"
28564;1-2 Miles;Europe;Yes;;28564,1-2 Miles,Europe,Yes;28564,1-2 Miles,Europe,Yes;;;;"{""data"": { ""id"":""28564"" }},";"{""data"": { ""id"":""28564"" }},"
28521;0-1 Miles;Europe;Yes;;28521,0-1 Miles,Europe,Yes;28521,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""28521"" }},";"{""data"": { ""id"":""28521"" }},"
15450;0-1 Miles;Europe;No;;15450,0-1 Miles,Europe,No;15450,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""15450"" }},";"{""data"": { ""id"":""15450"" }},"
25681;2-5 Miles;Europe;Yes;;25681,2-5 Miles,Europe,Yes;25681,2-5 Miles,Europe,Yes;;;;"{""data"": { ""id"":""25681"" }},";"{""data"": { ""id"":""25681"" }},"
19491;0-1 Miles;Europe;No;;19491,0-1 Miles,Europe,No;19491,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""19491"" }},";"{""data"": { ""id"":""19491"" }},"
26415;10+ Miles;Europe;No;;26415,10+ Miles,Europe,No;26415,10+ Miles,Europe,No;;;;"{""data"": { ""id"":""26415"" }},";"{""data"": { ""id"":""26415"" }},"
12821;0-1 Miles;Europe;No;;12821,0-1 Miles,Europe,No;12821,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""12821"" }},";"{""data"": { ""id"":""12821"" }},"
15629;1-2 Miles;Europe;No;;15629,1-2 Miles,Europe,No;15629,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""15629"" }},";"{""data"": { ""id"":""15629"" }},"
27835;0-1 Miles;Europe;No;;27835,0-1 Miles,Europe,No;27835,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""27835"" }},";"{""data"": { ""id"":""27835"" }},"
11738;2-5 Miles;North America;No;;11738,2-5 Miles,North America,No;11738,2-5 Miles,North America,No;;;;"{""data"": { ""id"":""11738"" }},";"{""data"": { ""id"":""11738"" }},"
25065;5-10 Miles;North America;No;;25065,5-10 Miles,North America,No;25065,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""25065"" }},";"{""data"": { ""id"":""25065"" }},"
26238;1-2 Miles;North America;Yes;;26238,1-2 Miles,North America,Yes;26238,1-2 Miles,North America,Yes;;;;"{""data"": { ""id"":""26238"" }},";"{""data"": { ""id"":""26238"" }},"
23707;10+ Miles;North America;Yes;;23707,10+ Miles,North America,Yes;23707,10+ Miles,North America,Yes;;;;"{""data"": { ""id"":""23707"" }},";"{""data"": { ""id"":""23707"" }},"
27650;5-10 Miles;North America;No;;27650,5-10 Miles,North America,No;27650,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""27650"" }},";"{""data"": { ""id"":""27650"" }},"
24981;10+ Miles;North America;No;;24981,10+ Miles,North America,No;24981,10+ Miles,North America,No;;;;"{""data"": { ""id"":""24981"" }},";"{""data"": { ""id"":""24981"" }},"
20678;2-5 Miles;North America;Yes;;20678,2-5 Miles,North America,Yes;20678,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""20678"" }},";"{""data"": { ""id"":""20678"" }},"
15302;2-5 Miles;North America;Yes;;15302,2-5 Miles,North America,Yes;15302,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""15302"" }},";"{""data"": { ""id"":""15302"" }},"
26012;2-5 Miles;North America;Yes;;26012,2-5 Miles,North America,Yes;26012,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""26012"" }},";"{""data"": { ""id"":""26012"" }},"
26575;1-2 Miles;North America;Yes;;26575,1-2 Miles,North America,Yes;26575,1-2 Miles,North America,Yes;;;;"{""data"": { ""id"":""26575"" }},";"{""data"": { ""id"":""26575"" }},"
15559;2-5 Miles;North America;No;;15559,2-5 Miles,North America,No;15559,2-5 Miles,North America,No;;;;"{""data"": { ""id"":""15559"" }},";"{""data"": { ""id"":""15559"" }},"
19235;0-1 Miles;North America;No;;19235,0-1 Miles,North America,No;19235,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""19235"" }},";"{""data"": { ""id"":""19235"" }},"
15275;5-10 Miles;North America;No;;15275,5-10 Miles,North America,No;15275,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""15275"" }},";"{""data"": { ""id"":""15275"" }},"
20339;2-5 Miles;North America;Yes;;20339,2-5 Miles,North America,Yes;20339,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""20339"" }},";"{""data"": { ""id"":""20339"" }},"
25405;2-5 Miles;North America;Yes;;25405,2-5 Miles,North America,Yes;25405,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""25405"" }},";"{""data"": { ""id"":""25405"" }},"
15940;0-1 Miles;North America;No;;15940,0-1 Miles,North America,No;15940,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""15940"" }},";"{""data"": { ""id"":""15940"" }},"
25074;2-5 Miles;North America;Yes;;25074,2-5 Miles,North America,Yes;25074,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""25074"" }},";"{""data"": { ""id"":""25074"" }},"
24738;1-2 Miles;North America;Yes;;24738,1-2 Miles,North America,Yes;24738,1-2 Miles,North America,Yes;;;;"{""data"": { ""id"":""24738"" }},";"{""data"": { ""id"":""24738"" }},"
16337;1-2 Miles;North America;No;;16337,1-2 Miles,North America,No;16337,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""16337"" }},";"{""data"": { ""id"":""16337"" }},"
24357;2-5 Miles;North America;Yes;;24357,2-5 Miles,North America,Yes;24357,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""24357"" }},";"{""data"": { ""id"":""24357"" }},"
18613;2-5 Miles;North America;Yes;;18613,2-5 Miles,North America,Yes;18613,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""18613"" }},";"{""data"": { ""id"":""18613"" }},"
12207;5-10 Miles;North America;Yes;;12207,5-10 Miles,North America,Yes;12207,5-10 Miles,North America,Yes;;;;"{""data"": { ""id"":""12207"" }},";"{""data"": { ""id"":""12207"" }},"
18052;0-1 Miles;North America;Yes;;18052,0-1 Miles,North America,Yes;18052,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""18052"" }},";"{""data"": { ""id"":""18052"" }},"
13353;10+ Miles;North America;Yes;;13353,10+ Miles,North America,Yes;13353,10+ Miles,North America,Yes;;;;"{""data"": { ""id"":""13353"" }},";"{""data"": { ""id"":""13353"" }},"
19399;2-5 Miles;North America;No;;19399,2-5 Miles,North America,No;19399,2-5 Miles,North America,No;;;;"{""data"": { ""id"":""19399"" }},";"{""data"": { ""id"":""19399"" }},"
16154;2-5 Miles;North America;No;;16154,2-5 Miles,North America,No;16154,2-5 Miles,North America,No;;;;"{""data"": { ""id"":""16154"" }},";"{""data"": { ""id"":""16154"" }},"
22219;5-10 Miles;North America;No;;22219,5-10 Miles,North America,No;22219,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""22219"" }},";"{""data"": { ""id"":""22219"" }},"
17269;0-1 Miles;North America;Yes;;17269,0-1 Miles,North America,Yes;17269,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""17269"" }},";"{""data"": { ""id"":""17269"" }},"
23586;1-2 Miles;North America;Yes;;23586,1-2 Miles,North America,Yes;23586,1-2 Miles,North America,Yes;;;;"{""data"": { ""id"":""23586"" }},";"{""data"": { ""id"":""23586"" }},"
15740;1-2 Miles;North America;No;;15740,1-2 Miles,North America,No;15740,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""15740"" }},";"{""data"": { ""id"":""15740"" }},"
27638;1-2 Miles;North America;No;;27638,1-2 Miles,North America,No;27638,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""27638"" }},";"{""data"": { ""id"":""27638"" }},"
18976;10+ Miles;North America;Yes;;18976,10+ Miles,North America,Yes;18976,10+ Miles,North America,Yes;;;;"{""data"": { ""id"":""18976"" }},";"{""data"": { ""id"":""18976"" }},"
19413;0-1 Miles;North America;Yes;;19413,0-1 Miles,North America,Yes;19413,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""19413"" }},";"{""data"": { ""id"":""19413"" }},"
13283;0-1 Miles;North America;Yes;;13283,0-1 Miles,North America,Yes;13283,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""13283"" }},";"{""data"": { ""id"":""13283"" }},"
17471;5-10 Miles;North America;No;;17471,5-10 Miles,North America,No;17471,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""17471"" }},";"{""data"": { ""id"":""17471"" }},"
16791;10+ Miles;North America;Yes;;16791,10+ Miles,North America,Yes;16791,10+ Miles,North America,Yes;;;;"{""data"": { ""id"":""16791"" }},";"{""data"": { ""id"":""16791"" }},"
15382;1-2 Miles;North America;No;;15382,1-2 Miles,North America,No;15382,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""15382"" }},";"{""data"": { ""id"":""15382"" }},"
11641;0-1 Miles;North America;No;;11641,0-1 Miles,North America,No;11641,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""11641"" }},";"{""data"": { ""id"":""11641"" }},"
11935;5-10 Miles;North America;No;;11935,5-10 Miles,North America,No;11935,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""11935"" }},";"{""data"": { ""id"":""11935"" }},"
13233;10+ Miles;North America;Yes;;13233,10+ Miles,North America,Yes;13233,10+ Miles,North America,Yes;;;;"{""data"": { ""id"":""13233"" }},";"{""data"": { ""id"":""13233"" }},"
25909;5-10 Miles;North America;Yes;;25909,5-10 Miles,North America,Yes;25909,5-10 Miles,North America,Yes;;;;"{""data"": { ""id"":""25909"" }},";"{""data"": { ""id"":""25909"" }},"
14092;5-10 Miles;North America;No;;14092,5-10 Miles,North America,No;14092,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""14092"" }},";"{""data"": { ""id"":""14092"" }},"
29143;0-1 Miles;North America;Yes;;29143,0-1 Miles,North America,Yes;29143,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""29143"" }},";"{""data"": { ""id"":""29143"" }},"
24941;10+ Miles;North America;No;;24941,10+ Miles,North America,No;24941,10+ Miles,North America,No;;;;"{""data"": { ""id"":""24941"" }},";"{""data"": { ""id"":""24941"" }},"
24637;10+ Miles;North America;No;;24637,10+ Miles,North America,No;24637,10+ Miles,North America,No;;;;"{""data"": { ""id"":""24637"" }},";"{""data"": { ""id"":""24637"" }},"
23893;10+ Miles;North America;No;;23893,10+ Miles,North America,No;23893,10+ Miles,North America,No;;;;"{""data"": { ""id"":""23893"" }},";"{""data"": { ""id"":""23893"" }},"
13907;0-1 Miles;North America;Yes;;13907,0-1 Miles,North America,Yes;13907,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""13907"" }},";"{""data"": { ""id"":""13907"" }},"
14900;1-2 Miles;North America;Yes;;14900,1-2 Miles,North America,Yes;14900,1-2 Miles,North America,Yes;;;;"{""data"": { ""id"":""14900"" }},";"{""data"": { ""id"":""14900"" }},"
11262;0-1 Miles;North America;No;;11262,0-1 Miles,North America,No;11262,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""11262"" }},";"{""data"": { ""id"":""11262"" }},"
22294;2-5 Miles;North America;Yes;;22294,2-5 Miles,North America,Yes;22294,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""22294"" }},";"{""data"": { ""id"":""22294"" }},"
12195;1-2 Miles;North America;No;;12195,1-2 Miles,North America,No;12195,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""12195"" }},";"{""data"": { ""id"":""12195"" }},"
25375;1-2 Miles;North America;No;;25375,1-2 Miles,North America,No;25375,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""25375"" }},";"{""data"": { ""id"":""25375"" }},"
11143;5-10 Miles;North America;No;;11143,5-10 Miles,North America,No;11143,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""11143"" }},";"{""data"": { ""id"":""11143"" }},"
25898;2-5 Miles;North America;No;;25898,2-5 Miles,North America,No;25898,2-5 Miles,North America,No;;;;"{""data"": { ""id"":""25898"" }},";"{""data"": { ""id"":""25898"" }},"
24397;1-2 Miles;North America;No;;24397,1-2 Miles,North America,No;24397,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""24397"" }},";"{""data"": { ""id"":""24397"" }},"
19758;1-2 Miles;North America;No;;19758,1-2 Miles,North America,No;19758,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""19758"" }},";"{""data"": { ""id"":""19758"" }},"
15529;2-5 Miles;North America;Yes;;15529,2-5 Miles,North America,Yes;15529,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""15529"" }},";"{""data"": { ""id"":""15529"" }},"
19884;2-5 Miles;North America;Yes;;19884,2-5 Miles,North America,Yes;19884,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""19884"" }},";"{""data"": { ""id"":""19884"" }},"
18674;0-1 Miles;North America;No;;18674,0-1 Miles,North America,No;18674,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""18674"" }},";"{""data"": { ""id"":""18674"" }},"
13453;0-1 Miles;North America;Yes;;13453,0-1 Miles,North America,Yes;13453,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""13453"" }},";"{""data"": { ""id"":""13453"" }},"
14063;0-1 Miles;Pacific;Yes;;14063,0-1 Miles,Pacific,Yes;14063,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""14063"" }},";"{""data"": { ""id"":""14063"" }},"
27393;10+ Miles;North America;No;;27393,10+ Miles,North America,No;27393,10+ Miles,North America,No;;;;"{""data"": { ""id"":""27393"" }},";"{""data"": { ""id"":""27393"" }},"
14417;10+ Miles;North America;Yes;;14417,10+ Miles,North America,Yes;14417,10+ Miles,North America,Yes;;;;"{""data"": { ""id"":""14417"" }},";"{""data"": { ""id"":""14417"" }},"
17533;5-10 Miles;North America;Yes;;17533,5-10 Miles,North America,Yes;17533,5-10 Miles,North America,Yes;;;;"{""data"": { ""id"":""17533"" }},";"{""data"": { ""id"":""17533"" }},"
18580;2-5 Miles;North America;Yes;;18580,2-5 Miles,North America,Yes;18580,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""18580"" }},";"{""data"": { ""id"":""18580"" }},"
17025;2-5 Miles;North America;Yes;;17025,2-5 Miles,North America,Yes;17025,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""17025"" }},";"{""data"": { ""id"":""17025"" }},"
25293;1-2 Miles;North America;No;;25293,1-2 Miles,North America,No;25293,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""25293"" }},";"{""data"": { ""id"":""25293"" }},"
