ID;Cars;Commute Distance;Region;Purchased Bike;ID für JSON Darstellung;Für JSON-Darstellung
27673;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""27673"" }},";"{""data"": { ""id"":""27673"" }},"
12774;1;1-2 Miles;North America;Yes;"{""data"": { ""id"":""12774"" }},";"{""data"": { ""id"":""12774"" }},"
18910;2;5-10 Miles;North America;No;"{""data"": { ""id"":""18910"" }},";"{""data"": { ""id"":""18910"" }},"
11699;2;0-1 Miles;North America;No;"{""data"": { ""id"":""11699"" }},";"{""data"": { ""id"":""11699"" }},"
16725;2;5-10 Miles;North America;No;"{""data"": { ""id"":""16725"" }},";"{""data"": { ""id"":""16725"" }},"
28269;1;2-5 Miles;North America;No;"{""data"": { ""id"":""28269"" }},";"{""data"": { ""id"":""28269"" }},"
23144;0;0-1 Miles;North America;Yes;"{""data"": { ""id"":""23144"" }},";"{""data"": { ""id"":""23144"" }},"
23376;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""23376"" }},";"{""data"": { ""id"":""23376"" }},"
25970;2;0-1 Miles;North America;Yes;"{""data"": { ""id"":""25970"" }},";"{""data"": { ""id"":""25970"" }},"
28068;0;0-1 Miles;North America;Yes;"{""data"": { ""id"":""28068"" }},";"{""data"": { ""id"":""28068"" }},"
18390;2;0-1 Miles;North America;No;"{""data"": { ""id"":""18390"" }},";"{""data"": { ""id"":""18390"" }},"
29112;2;1-2 Miles;North America;No;"{""data"": { ""id"":""29112"" }},";"{""data"": { ""id"":""29112"" }},"
14090;2;0-1 Miles;North America;No;"{""data"": { ""id"":""14090"" }},";"{""data"": { ""id"":""14090"" }},"
27040;2;1-2 Miles;North America;No;"{""data"": { ""id"":""27040"" }},";"{""data"": { ""id"":""27040"" }},"
23479;2;0-1 Miles;North America;Yes;"{""data"": { ""id"":""23479"" }},";"{""data"": { ""id"":""23479"" }},"
16795;1;1-2 Miles;North America;No;"{""data"": { ""id"":""16795"" }},";"{""data"": { ""id"":""16795"" }},"
22014;2;5-10 Miles;North America;No;"{""data"": { ""id"":""22014"" }},";"{""data"": { ""id"":""22014"" }},"
13314;4;5-10 Miles;North America;Yes;"{""data"": { ""id"":""13314"" }},";"{""data"": { ""id"":""13314"" }},"
11619;0;1-2 Miles;North America;No;"{""data"": { ""id"":""11619"" }},";"{""data"": { ""id"":""11619"" }},"
29132;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""29132"" }},";"{""data"": { ""id"":""29132"" }},"
11199;1;10+ Miles;North America;No;"{""data"": { ""id"":""11199"" }},";"{""data"": { ""id"":""11199"" }},"
20296;1;1-2 Miles;North America;Yes;"{""data"": { ""id"":""20296"" }},";"{""data"": { ""id"":""20296"" }},"
17546;1;0-1 Miles;North America;Yes;"{""data"": { ""id"":""17546"" }},";"{""data"": { ""id"":""17546"" }},"
18069;4;10+ Miles;North America;No;"{""data"": { ""id"":""18069"" }},";"{""data"": { ""id"":""18069"" }},"
23712;1;10+ Miles;North America;No;"{""data"": { ""id"":""23712"" }},";"{""data"": { ""id"":""23712"" }},"
23358;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""23358"" }},";"{""data"": { ""id"":""23358"" }},"
20518;1;10+ Miles;North America;No;"{""data"": { ""id"":""20518"" }},";"{""data"": { ""id"":""20518"" }},"
28026;2;2-5 Miles;North America;No;"{""data"": { ""id"":""28026"" }},";"{""data"": { ""id"":""28026"" }},"
11669;1;2-5 Miles;North America;No;"{""data"": { ""id"":""11669"" }},";"{""data"": { ""id"":""11669"" }},"
16020;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""16020"" }},";"{""data"": { ""id"":""16020"" }},"
27090;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""27090"" }},";"{""data"": { ""id"":""27090"" }},"
27198;0;0-1 Miles;North America;No;"{""data"": { ""id"":""27198"" }},";"{""data"": { ""id"":""27198"" }},"
19661;1;1-2 Miles;North America;Yes;"{""data"": { ""id"":""19661"" }},";"{""data"": { ""id"":""19661"" }},"
26327;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""26327"" }},";"{""data"": { ""id"":""26327"" }},"
26341;2;0-1 Miles;North America;No;"{""data"": { ""id"":""26341"" }},";"{""data"": { ""id"":""26341"" }},"
24958;3;2-5 Miles;North America;Yes;"{""data"": { ""id"":""24958"" }},";"{""data"": { ""id"":""24958"" }},"
13287;4;5-10 Miles;North America;Yes;"{""data"": { ""id"":""13287"" }},";"{""data"": { ""id"":""13287"" }},"
14493;2;1-2 Miles;North America;No;"{""data"": { ""id"":""14493"" }},";"{""data"": { ""id"":""14493"" }},"
26678;2;5-10 Miles;North America;No;"{""data"": { ""id"":""26678"" }},";"{""data"": { ""id"":""26678"" }},"
23275;2;1-2 Miles;North America;No;"{""data"": { ""id"":""23275"" }},";"{""data"": { ""id"":""23275"" }},"
11270;3;0-1 Miles;North America;Yes;"{""data"": { ""id"":""11270"" }},";"{""data"": { ""id"":""11270"" }},"
20084;2;0-1 Miles;North America;No;"{""data"": { ""id"":""20084"" }},";"{""data"": { ""id"":""20084"" }},"
16144;1;0-1 Miles;North America;Yes;"{""data"": { ""id"":""16144"" }},";"{""data"": { ""id"":""16144"" }},"
27731;2;5-10 Miles;North America;No;"{""data"": { ""id"":""27731"" }},";"{""data"": { ""id"":""27731"" }},"
11886;1;0-1 Miles;North America;Yes;"{""data"": { ""id"":""11886"" }},";"{""data"": { ""id"":""11886"" }},"
24324;2;2-5 Miles;North America;Yes;"{""data"": { ""id"":""24324"" }},";"{""data"": { ""id"":""24324"" }},"
22220;2;1-2 Miles;North America;Yes;"{""data"": { ""id"":""22220"" }},";"{""data"": { ""id"":""22220"" }},"
26625;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""26625"" }},";"{""data"": { ""id"":""26625"" }},"
23027;4;0-1 Miles;North America;No;"{""data"": { ""id"":""23027"" }},";"{""data"": { ""id"":""23027"" }},"
16867;3;0-1 Miles;North America;Yes;"{""data"": { ""id"":""16867"" }},";"{""data"": { ""id"":""16867"" }},"
14514;1;5-10 Miles;North America;No;"{""data"": { ""id"":""14514"" }},";"{""data"": { ""id"":""14514"" }},"
19634;1;5-10 Miles;North America;No;"{""data"": { ""id"":""19634"" }},";"{""data"": { ""id"":""19634"" }},"
18504;2;1-2 Miles;North America;No;"{""data"": { ""id"":""18504"" }},";"{""data"": { ""id"":""18504"" }},"
28799;1;1-2 Miles;North America;Yes;"{""data"": { ""id"":""28799"" }},";"{""data"": { ""id"":""28799"" }},"
11225;1;10+ Miles;North America;No;"{""data"": { ""id"":""11225"" }},";"{""data"": { ""id"":""11225"" }},"
17657;0;0-1 Miles;North America;No;"{""data"": { ""id"":""17657"" }},";"{""data"": { ""id"":""17657"" }},"
14913;1;1-2 Miles;North America;Yes;"{""data"": { ""id"":""14913"" }},";"{""data"": { ""id"":""14913"" }},"
14077;2;5-10 Miles;North America;No;"{""data"": { ""id"":""14077"" }},";"{""data"": { ""id"":""14077"" }},"
13296;3;5-10 Miles;North America;No;"{""data"": { ""id"":""13296"" }},";"{""data"": { ""id"":""13296"" }},"
20535;1;10+ Miles;North America;No;"{""data"": { ""id"":""20535"" }},";"{""data"": { ""id"":""20535"" }},"
12452;0;1-2 Miles;North America;Yes;"{""data"": { ""id"":""12452"" }},";"{""data"": { ""id"":""12452"" }},"
28043;0;10+ Miles;North America;No;"{""data"": { ""id"":""28043"" }},";"{""data"": { ""id"":""28043"" }},"
12957;1;0-1 Miles;North America;No;"{""data"": { ""id"":""12957"" }},";"{""data"": { ""id"":""12957"" }},"
15412;3;2-5 Miles;North America;No;"{""data"": { ""id"":""15412"" }},";"{""data"": { ""id"":""15412"" }},"
20514;1;2-5 Miles;North America;No;"{""data"": { ""id"":""20514"" }},";"{""data"": { ""id"":""20514"" }},"
20758;2;1-2 Miles;North America;No;"{""data"": { ""id"":""20758"" }},";"{""data"": { ""id"":""20758"" }},"
11801;0;2-5 Miles;North America;No;"{""data"": { ""id"":""11801"" }},";"{""data"": { ""id"":""11801"" }},"
22211;2;5-10 Miles;North America;No;"{""data"": { ""id"":""22211"" }},";"{""data"": { ""id"":""22211"" }},"
28087;1;1-2 Miles;North America;No;"{""data"": { ""id"":""28087"" }},";"{""data"": { ""id"":""28087"" }},"
23668;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""23668"" }},";"{""data"": { ""id"":""23668"" }},"
27441;2;2-5 Miles;North America;No;"{""data"": { ""id"":""27441"" }},";"{""data"": { ""id"":""27441"" }},"
27261;1;0-1 Miles;North America;Yes;"{""data"": { ""id"":""27261"" }},";"{""data"": { ""id"":""27261"" }},"
18649;2;1-2 Miles;North America;Yes;"{""data"": { ""id"":""18649"" }},";"{""data"": { ""id"":""18649"" }},"
21714;0;0-1 Miles;North America;No;"{""data"": { ""id"":""21714"" }},";"{""data"": { ""id"":""21714"" }},"
23217;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""23217"" }},";"{""data"": { ""id"":""23217"" }},"
23797;2;0-1 Miles;North America;No;"{""data"": { ""id"":""23797"" }},";"{""data"": { ""id"":""23797"" }},"
13216;3;10+ Miles;North America;No;"{""data"": { ""id"":""13216"" }},";"{""data"": { ""id"":""13216"" }},"
20657;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""20657"" }},";"{""data"": { ""id"":""20657"" }},"
12882;0;0-1 Miles;North America;Yes;"{""data"": { ""id"":""12882"" }},";"{""data"": { ""id"":""12882"" }},"
25908;1;1-2 Miles;North America;No;"{""data"": { ""id"":""25908"" }},";"{""data"": { ""id"":""25908"" }},"
16753;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""16753"" }},";"{""data"": { ""id"":""16753"" }},"
14608;3;10+ Miles;North America;No;"{""data"": { ""id"":""14608"" }},";"{""data"": { ""id"":""14608"" }},"
24979;2;2-5 Miles;North America;Yes;"{""data"": { ""id"":""24979"" }},";"{""data"": { ""id"":""24979"" }},"
13313;4;2-5 Miles;North America;No;"{""data"": { ""id"":""13313"" }},";"{""data"": { ""id"":""13313"" }},"
18952;4;0-1 Miles;North America;No;"{""data"": { ""id"":""18952"" }},";"{""data"": { ""id"":""18952"" }},"
17699;0;0-1 Miles;North America;No;"{""data"": { ""id"":""17699"" }},";"{""data"": { ""id"":""17699"" }},"
14657;1;0-1 Miles;North America;Yes;"{""data"": { ""id"":""14657"" }},";"{""data"": { ""id"":""14657"" }},"
11540;0;1-2 Miles;North America;Yes;"{""data"": { ""id"":""11540"" }},";"{""data"": { ""id"":""11540"" }},"
11783;0;0-1 Miles;North America;No;"{""data"": { ""id"":""11783"" }},";"{""data"": { ""id"":""11783"" }},"
14602;0;0-1 Miles;North America;Yes;"{""data"": { ""id"":""14602"" }},";"{""data"": { ""id"":""14602"" }},"
29030;2;10+ Miles;North America;No;"{""data"": { ""id"":""29030"" }},";"{""data"": { ""id"":""29030"" }},"
26490;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""26490"" }},";"{""data"": { ""id"":""26490"" }},"
13151;2;5-10 Miles;North America;No;"{""data"": { ""id"":""13151"" }},";"{""data"": { ""id"":""13151"" }},"
17260;3;0-1 Miles;North America;No;"{""data"": { ""id"":""17260"" }},";"{""data"": { ""id"":""17260"" }},"
15372;2;2-5 Miles;North America;Yes;"{""data"": { ""id"":""15372"" }},";"{""data"": { ""id"":""15372"" }},"
18105;1;10+ Miles;North America;No;"{""data"": { ""id"":""18105"" }},";"{""data"": { ""id"":""18105"" }},"
19660;0;0-1 Miles;North America;No;"{""data"": { ""id"":""19660"" }},";"{""data"": { ""id"":""19660"" }},"
16112;2;2-5 Miles;North America;Yes;"{""data"": { ""id"":""16112"" }},";"{""data"": { ""id"":""16112"" }},"
20698;3;5-10 Miles;North America;No;"{""data"": { ""id"":""20698"" }},";"{""data"": { ""id"":""20698"" }},"
20076;2;1-2 Miles;North America;Yes;"{""data"": { ""id"":""20076"" }},";"{""data"": { ""id"":""20076"" }},"
24496;2;0-1 Miles;North America;Yes;"{""data"": { ""id"":""24496"" }},";"{""data"": { ""id"":""24496"" }},"
15468;1;0-1 Miles;North America;No;"{""data"": { ""id"":""15468"" }},";"{""data"": { ""id"":""15468"" }},"
28031;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""28031"" }},";"{""data"": { ""id"":""28031"" }},"
26270;2;1-2 Miles;North America;No;"{""data"": { ""id"":""26270"" }},";"{""data"": { ""id"":""26270"" }},"
22221;2;1-2 Miles;North America;Yes;"{""data"": { ""id"":""22221"" }},";"{""data"": { ""id"":""22221"" }},"
28228;2;1-2 Miles;North America;No;"{""data"": { ""id"":""28228"" }},";"{""data"": { ""id"":""28228"" }},"
18363;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""18363"" }},";"{""data"": { ""id"":""18363"" }},"
23256;1;5-10 Miles;North America;No;"{""data"": { ""id"":""23256"" }},";"{""data"": { ""id"":""23256"" }},"
12768;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""12768"" }},";"{""data"": { ""id"":""12768"" }},"
20361;2;5-10 Miles;North America;No;"{""data"": { ""id"":""20361"" }},";"{""data"": { ""id"":""20361"" }},"
21306;2;5-10 Miles;North America;No;"{""data"": { ""id"":""21306"" }},";"{""data"": { ""id"":""21306"" }},"
13382;2;1-2 Miles;North America;Yes;"{""data"": { ""id"":""13382"" }},";"{""data"": { ""id"":""13382"" }},"
20310;1;5-10 Miles;North America;Yes;"{""data"": { ""id"":""20310"" }},";"{""data"": { ""id"":""20310"" }},"
22971;2;0-1 Miles;North America;Yes;"{""data"": { ""id"":""22971"" }},";"{""data"": { ""id"":""22971"" }},"
15287;0;1-2 Miles;North America;Yes;"{""data"": { ""id"":""15287"" }},";"{""data"": { ""id"":""15287"" }},"
15532;2;2-5 Miles;North America;Yes;"{""data"": { ""id"":""15532"" }},";"{""data"": { ""id"":""15532"" }},"
11255;2;5-10 Miles;North America;No;"{""data"": { ""id"":""11255"" }},";"{""data"": { ""id"":""11255"" }},"
28090;1;5-10 Miles;North America;No;"{""data"": { ""id"":""28090"" }},";"{""data"": { ""id"":""28090"" }},"
15255;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""15255"" }},";"{""data"": { ""id"":""15255"" }},"
13154;2;0-1 Miles;North America;Yes;"{""data"": { ""id"":""13154"" }},";"{""data"": { ""id"":""13154"" }},"
26778;2;5-10 Miles;North America;No;"{""data"": { ""id"":""26778"" }},";"{""data"": { ""id"":""26778"" }},"
23248;2;1-2 Miles;North America;No;"{""data"": { ""id"":""23248"" }},";"{""data"": { ""id"":""23248"" }},"
21417;2;1-2 Miles;North America;Yes;"{""data"": { ""id"":""21417"" }},";"{""data"": { ""id"":""21417"" }},"
17668;2;1-2 Miles;North America;Yes;"{""data"": { ""id"":""17668"" }},";"{""data"": { ""id"":""17668"" }},"
27994;2;5-10 Miles;North America;No;"{""data"": { ""id"":""27994"" }},";"{""data"": { ""id"":""27994"" }},"
20376;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""20376"" }},";"{""data"": { ""id"":""20376"" }},"
25954;2;1-2 Miles;North America;No;"{""data"": { ""id"":""25954"" }},";"{""data"": { ""id"":""25954"" }},"
15749;2;10+ Miles;North America;No;"{""data"": { ""id"":""15749"" }},";"{""data"": { ""id"":""15749"" }},"
25899;2;10+ Miles;North America;No;"{""data"": { ""id"":""25899"" }},";"{""data"": { ""id"":""25899"" }},"
13351;2;1-2 Miles;North America;Yes;"{""data"": { ""id"":""13351"" }},";"{""data"": { ""id"":""13351"" }},"
23333;2;1-2 Miles;North America;No;"{""data"": { ""id"":""23333"" }},";"{""data"": { ""id"":""23333"" }},"
21660;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""21660"" }},";"{""data"": { ""id"":""21660"" }},"
17012;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""17012"" }},";"{""data"": { ""id"":""17012"" }},"
24514;1;5-10 Miles;North America;No;"{""data"": { ""id"":""24514"" }},";"{""data"": { ""id"":""24514"" }},"
27505;2;5-10 Miles;North America;No;"{""data"": { ""id"":""27505"" }},";"{""data"": { ""id"":""27505"" }},"
29243;1;5-10 Miles;North America;No;"{""data"": { ""id"":""29243"" }},";"{""data"": { ""id"":""29243"" }},"
26582;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""26582"" }},";"{""data"": { ""id"":""26582"" }},"
14271;2;5-10 Miles;North America;No;"{""data"": { ""id"":""14271"" }},";"{""data"": { ""id"":""14271"" }},"
23041;0;5-10 Miles;North America;Yes;"{""data"": { ""id"":""23041"" }},";"{""data"": { ""id"":""23041"" }},"
29048;3;0-1 Miles;North America;Yes;"{""data"": { ""id"":""29048"" }},";"{""data"": { ""id"":""29048"" }},"
24433;1;1-2 Miles;North America;Yes;"{""data"": { ""id"":""24433"" }},";"{""data"": { ""id"":""24433"" }},"
15501;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""15501"" }},";"{""data"": { ""id"":""15501"" }},"
13911;2;2-5 Miles;North America;Yes;"{""data"": { ""id"":""13911"" }},";"{""data"": { ""id"":""13911"" }},"
20421;2;5-10 Miles;North America;No;"{""data"": { ""id"":""20421"" }},";"{""data"": { ""id"":""20421"" }},"
16009;4;0-1 Miles;North America;No;"{""data"": { ""id"":""16009"" }},";"{""data"": { ""id"":""16009"" }},"
18411;2;5-10 Miles;North America;No;"{""data"": { ""id"":""18411"" }},";"{""data"": { ""id"":""18411"" }},"
19163;2;0-1 Miles;North America;Yes;"{""data"": { ""id"":""19163"" }},";"{""data"": { ""id"":""19163"" }},"
18572;0;0-1 Miles;North America;No;"{""data"": { ""id"":""18572"" }},";"{""data"": { ""id"":""18572"" }},"
27540;1;0-1 Miles;North America;Yes;"{""data"": { ""id"":""27540"" }},";"{""data"": { ""id"":""27540"" }},"
19889;2;2-5 Miles;North America;Yes;"{""data"": { ""id"":""19889"" }},";"{""data"": { ""id"":""19889"" }},"
12922;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""12922"" }},";"{""data"": { ""id"":""12922"" }},"
18891;2;5-10 Miles;North America;No;"{""data"": { ""id"":""18891"" }},";"{""data"": { ""id"":""18891"" }},"
16773;0;0-1 Miles;North America;No;"{""data"": { ""id"":""16773"" }},";"{""data"": { ""id"":""16773"" }},"
19143;2;2-5 Miles;North America;Yes;"{""data"": { ""id"":""19143"" }},";"{""data"": { ""id"":""19143"" }},"
23882;0;0-1 Miles;North America;Yes;"{""data"": { ""id"":""23882"" }},";"{""data"": { ""id"":""23882"" }},"
11233;2;10+ Miles;North America;No;"{""data"": { ""id"":""11233"" }},";"{""data"": { ""id"":""11233"" }},"
12056;3;5-10 Miles;North America;No;"{""data"": { ""id"":""12056"" }},";"{""data"": { ""id"":""12056"" }},"
15555;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""15555"" }},";"{""data"": { ""id"":""15555"" }},"
18423;2;1-2 Miles;North America;No;"{""data"": { ""id"":""18423"" }},";"{""data"": { ""id"":""18423"" }},"
22743;2;10+ Miles;North America;No;"{""data"": { ""id"":""22743"" }},";"{""data"": { ""id"":""22743"" }},"
25343;2;1-2 Miles;North America;No;"{""data"": { ""id"":""25343"" }},";"{""data"": { ""id"":""25343"" }},"
13390;1;1-2 Miles;North America;No;"{""data"": { ""id"":""13390"" }},";"{""data"": { ""id"":""13390"" }},"
17482;2;5-10 Miles;North America;No;"{""data"": { ""id"":""17482"" }},";"{""data"": { ""id"":""17482"" }},"
13176;2;0-1 Miles;North America;Yes;"{""data"": { ""id"":""13176"" }},";"{""data"": { ""id"":""13176"" }},"
20504;2;2-5 Miles;North America;No;"{""data"": { ""id"":""20504"" }},";"{""data"": { ""id"":""20504"" }},"
12205;4;0-1 Miles;North America;No;"{""data"": { ""id"":""12205"" }},";"{""data"": { ""id"":""12205"" }},"
16751;1;5-10 Miles;North America;Yes;"{""data"": { ""id"":""16751"" }},";"{""data"": { ""id"":""16751"" }},"
21613;1;0-1 Miles;North America;Yes;"{""data"": { ""id"":""21613"" }},";"{""data"": { ""id"":""21613"" }},"
24801;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""24801"" }},";"{""data"": { ""id"":""24801"" }},"
17519;2;5-10 Miles;North America;No;"{""data"": { ""id"":""17519"" }},";"{""data"": { ""id"":""17519"" }},"
18347;1;1-2 Miles;North America;No;"{""data"": { ""id"":""18347"" }},";"{""data"": { ""id"":""18347"" }},"
29052;1;5-10 Miles;North America;No;"{""data"": { ""id"":""29052"" }},";"{""data"": { ""id"":""29052"" }},"
11745;1;0-1 Miles;North America;Yes;"{""data"": { ""id"":""11745"" }},";"{""data"": { ""id"":""11745"" }},"
19147;1;0-1 Miles;North America;No;"{""data"": { ""id"":""19147"" }},";"{""data"": { ""id"":""19147"" }},"
19217;2;1-2 Miles;North America;No;"{""data"": { ""id"":""19217"" }},";"{""data"": { ""id"":""19217"" }},"
15839;1;5-10 Miles;North America;No;"{""data"": { ""id"":""15839"" }},";"{""data"": { ""id"":""15839"" }},"
13714;2;1-2 Miles;North America;Yes;"{""data"": { ""id"":""13714"" }},";"{""data"": { ""id"":""13714"" }},"
22330;0;1-2 Miles;North America;Yes;"{""data"": { ""id"":""22330"" }},";"{""data"": { ""id"":""22330"" }},"
18783;1;0-1 Miles;North America;Yes;"{""data"": { ""id"":""18783"" }},";"{""data"": { ""id"":""18783"" }},"
25041;2;5-10 Miles;North America;No;"{""data"": { ""id"":""25041"" }},";"{""data"": { ""id"":""25041"" }},"
22046;1;0-1 Miles;North America;Yes;"{""data"": { ""id"":""22046"" }},";"{""data"": { ""id"":""22046"" }},"
28052;2;10+ Miles;North America;No;"{""data"": { ""id"":""28052"" }},";"{""data"": { ""id"":""28052"" }},"
26693;1;5-10 Miles;North America;No;"{""data"": { ""id"":""26693"" }},";"{""data"": { ""id"":""26693"" }},"
24955;3;10+ Miles;North America;Yes;"{""data"": { ""id"":""24955"" }},";"{""data"": { ""id"":""24955"" }},"
26065;4;1-2 Miles;North America;No;"{""data"": { ""id"":""26065"" }},";"{""data"": { ""id"":""26065"" }},"
13942;1;0-1 Miles;North America;No;"{""data"": { ""id"":""13942"" }},";"{""data"": { ""id"":""13942"" }},"
11219;2;10+ Miles;North America;No;"{""data"": { ""id"":""11219"" }},";"{""data"": { ""id"":""11219"" }},"
22118;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""22118"" }},";"{""data"": { ""id"":""22118"" }},"
23197;2;2-5 Miles;North America;No;"{""data"": { ""id"":""23197"" }},";"{""data"": { ""id"":""23197"" }},"
14883;1;5-10 Miles;North America;Yes;"{""data"": { ""id"":""14883"" }},";"{""data"": { ""id"":""14883"" }},"
27279;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""27279"" }},";"{""data"": { ""id"":""27279"" }},"
18322;2;0-1 Miles;North America;No;"{""data"": { ""id"":""18322"" }},";"{""data"": { ""id"":""18322"" }},"
15879;2;2-5 Miles;North America;No;"{""data"": { ""id"":""15879"" }},";"{""data"": { ""id"":""15879"" }},"
28278;2;5-10 Miles;North America;No;"{""data"": { ""id"":""28278"" }},";"{""data"": { ""id"":""28278"" }},"
24416;2;1-2 Miles;North America;No;"{""data"": { ""id"":""24416"" }},";"{""data"": { ""id"":""24416"" }},"
28066;0;0-1 Miles;North America;Yes;"{""data"": { ""id"":""28066"" }},";"{""data"": { ""id"":""28066"" }},"
11275;2;0-1 Miles;North America;Yes;"{""data"": { ""id"":""11275"" }},";"{""data"": { ""id"":""11275"" }},"
14872;0;0-1 Miles;North America;No;"{""data"": { ""id"":""14872"" }},";"{""data"": { ""id"":""14872"" }},"
16151;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""16151"" }},";"{""data"": { ""id"":""16151"" }},"
19731;2;5-10 Miles;North America;No;"{""data"": { ""id"":""19731"" }},";"{""data"": { ""id"":""19731"" }},"
23801;2;0-1 Miles;North America;No;"{""data"": { ""id"":""23801"" }},";"{""data"": { ""id"":""23801"" }},"
11807;0;2-5 Miles;North America;No;"{""data"": { ""id"":""11807"" }},";"{""data"": { ""id"":""11807"" }},"
11622;0;0-1 Miles;North America;No;"{""data"": { ""id"":""11622"" }},";"{""data"": { ""id"":""11622"" }},"
26597;2;0-1 Miles;North America;No;"{""data"": { ""id"":""26597"" }},";"{""data"": { ""id"":""26597"" }},"
27074;0;0-1 Miles;North America;Yes;"{""data"": { ""id"":""27074"" }},";"{""data"": { ""id"":""27074"" }},"
19228;1;0-1 Miles;North America;No;"{""data"": { ""id"":""19228"" }},";"{""data"": { ""id"":""19228"" }},"
13415;3;2-5 Miles;North America;Yes;"{""data"": { ""id"":""13415"" }},";"{""data"": { ""id"":""13415"" }},"
17000;2;2-5 Miles;North America;Yes;"{""data"": { ""id"":""17000"" }},";"{""data"": { ""id"":""17000"" }},"
14569;0;0-1 Miles;North America;No;"{""data"": { ""id"":""14569"" }},";"{""data"": { ""id"":""14569"" }},"
13873;0;0-1 Miles;North America;Yes;"{""data"": { ""id"":""13873"" }},";"{""data"": { ""id"":""13873"" }},"
20401;2;1-2 Miles;North America;Yes;"{""data"": { ""id"":""20401"" }},";"{""data"": { ""id"":""20401"" }},"
21583;0;0-1 Miles;North America;Yes;"{""data"": { ""id"":""21583"" }},";"{""data"": { ""id"":""21583"" }},"
12029;2;0-1 Miles;North America;No;"{""data"": { ""id"":""12029"" }},";"{""data"": { ""id"":""12029"" }},"
18066;3;10+ Miles;North America;Yes;"{""data"": { ""id"":""18066"" }},";"{""data"": { ""id"":""18066"" }},"
28192;3;10+ Miles;North America;No;"{""data"": { ""id"":""28192"" }},";"{""data"": { ""id"":""28192"" }},"
16122;2;0-1 Miles;North America;Yes;"{""data"": { ""id"":""16122"" }},";"{""data"": { ""id"":""16122"" }},"
18607;2;2-5 Miles;North America;Yes;"{""data"": { ""id"":""18607"" }},";"{""data"": { ""id"":""18607"" }},"
28858;0;2-5 Miles;North America;No;"{""data"": { ""id"":""28858"" }},";"{""data"": { ""id"":""28858"" }},"
14432;1;5-10 Miles;North America;No;"{""data"": { ""id"":""14432"" }},";"{""data"": { ""id"":""14432"" }},"
26305;0;0-1 Miles;North America;Yes;"{""data"": { ""id"":""26305"" }},";"{""data"": { ""id"":""26305"" }},"
22050;1;1-2 Miles;North America;Yes;"{""data"": { ""id"":""22050"" }},";"{""data"": { ""id"":""22050"" }},"
25394;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""25394"" }},";"{""data"": { ""id"":""25394"" }},"
19747;2;10+ Miles;North America;No;"{""data"": { ""id"":""19747"" }},";"{""data"": { ""id"":""19747"" }},"
23195;2;2-5 Miles;North America;Yes;"{""data"": { ""id"":""23195"" }},";"{""data"": { ""id"":""23195"" }},"
21695;0;1-2 Miles;North America;Yes;"{""data"": { ""id"":""21695"" }},";"{""data"": { ""id"":""21695"" }},"
13934;2;2-5 Miles;North America;No;"{""data"": { ""id"":""13934"" }},";"{""data"": { ""id"":""13934"" }},"
13337;2;5-10 Miles;North America;No;"{""data"": { ""id"":""13337"" }},";"{""data"": { ""id"":""13337"" }},"
27190;1;1-2 Miles;North America;No;"{""data"": { ""id"":""27190"" }},";"{""data"": { ""id"":""27190"" }},"
28657;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""28657"" }},";"{""data"": { ""id"":""28657"" }},"
21713;0;0-1 Miles;North America;No;"{""data"": { ""id"":""21713"" }},";"{""data"": { ""id"":""21713"" }},"
21752;2;10+ Miles;North America;No;"{""data"": { ""id"":""21752"" }},";"{""data"": { ""id"":""21752"" }},"
27273;0;0-1 Miles;North America;Yes;"{""data"": { ""id"":""27273"" }},";"{""data"": { ""id"":""27273"" }},"
22719;4;2-5 Miles;North America;Yes;"{""data"": { ""id"":""22719"" }},";"{""data"": { ""id"":""22719"" }},"
